Date,TLT Adj Close,VTI Adj Close,VTV Adj Close,VBR Adj Close,AGG Adj Close,^VIX Adj Close,^VIX3M Adj Close,SPY Adj Close,IEI Adj Close,SHY Adj Close,BIL Adj Close,UUP Adj Close,FXF Adj Close,FXY Adj Close,VXX Adj Close,GLD Adj Close,TLT Adj Close,EMB Adj Close,IWM Adj Close,DIA Adj Close,SPY Adj Close,EEM Adj Close,VGK Adj Close,REM Adj Close,VNQ Adj Close,DMC Adj Close,GSG Adj Close,GDX Adj Close,BITO Adj Close,LQD Adj Close,IGSB Adj Close,HYG Adj Close
2004-01-29,48.18738555908203,38.969696044921875,,,57.919193267822266,17.139999389648438,,79.8515396118164,,61.53342819213867,,,,,,,48.187374114990234,,45.47402572631836,69.30558013916016,79.85160827636719,13.350878715515137,,,,,,,,53.80525207519531,,
2004-01-30,48.5218505859375,38.912696838378906,30.56404685974121,33.84122085571289,58.03231430053711,16.6299991607666,,79.8515396118164,,61.5632438659668,,,,,,,48.52186965942383,,45.533111572265625,69.30558013916016,79.85160827636719,13.332612037658691,,,,,,,,53.93535614013672,,
2004-02-02,48.41997146606445,38.98392868041992,30.663345336914062,33.848121643066406,58.048213958740234,17.110000610351562,,80.19635009765625,,61.58494186401367,,,,,,,48.42000198364258,,45.65127944946289,69.45069122314453,80.1963882446289,13.335790634155273,,,,,,,,53.92083740234375,,
2004-02-03,48.66627883911133,38.97324752807617,30.657135009765625,34.013187408447266,58.20703125,17.34000015258789,,80.06267547607422,,61.6446418762207,,,,,,,48.66630172729492,,45.39523696899414,69.35173034667969,80.06266784667969,13.261146545410156,,,,,,,,54.032142639160156,,
2004-02-04,48.571128845214844,38.609920501708984,30.52681541442871,33.290977478027344,58.21272277832031,17.8700008392334,,79.40827178955078,,61.6072998046875,,,,,,,48.57111740112305,,44.27268600463867,69.10769653320312,79.40826416015625,13.142037391662598,,,,,,,,53.98859786987305,,
2004-02-05,48.38079071044922,38.76664733886719,30.52681541442871,33.40102005004883,58.048213958740234,17.709999084472656,,79.64046478271484,,61.56252670288086,,,,,,,48.38079071044922,,44.68626403808594,69.33851623535156,79.64047241210938,13.138067245483398,,,,,,,,53.89665985107422,,
2004-02-06,48.91258239746094,39.26533889770508,30.830896377563477,34.25393295288086,58.28641128540039,16.0,,80.53412628173828,,61.65958786010742,,,,,,,48.912559509277344,,45.81669998168945,69.91895294189453,80.53411102294922,13.437433242797852,,,,,,,,54.05630111694336,,
2004-02-09,49.05812072753906,39.21546936035156,30.818498611450195,34.33646011352539,58.326141357421875,16.389999389648438,,80.55522918701172,,61.68198776245117,,,,,,,49.05815887451172,,45.90729522705078,69.9914779663086,80.55523681640625,13.631184577941895,,,,,,,,54.2837028503418,,
2004-02-10,48.78382110595703,39.46480941772461,30.88054656982422,34.529056549072266,58.201351165771484,15.9399995803833,,80.81558990478516,,61.599849700927734,,,,,,,48.78384017944336,,46.45873260498047,70.07722473144531,80.81558227539062,13.619279861450195,,,,,,,,54.12403106689453,,
2004-02-11,49.14772033691406,39.792537689208984,31.3956298828125,34.893611907958984,58.428157806396484,15.390000343322754,,81.67406463623047,,61.69688415527344,,,,,,,49.147682189941406,,46.742332458496094,70.83570098876953,81.67402648925781,13.83050537109375,,,,,,,,54.45306396484375,,
2004-02-12,48.94057083129883,39.6856689453125,31.271522521972656,34.769805908203125,58.43384552001953,15.3100004196167,,81.3785400390625,,61.719303131103516,,,,,,,48.940582275390625,,46.42328643798828,70.76976013183594,81.37849426269531,13.823360443115234,,,,,,,,54.35630416870117,,
2004-02-13,49.14772033691406,39.482635498046875,31.14739418029785,34.529056549072266,58.69479751586914,15.579999923706055,,81.01261901855469,,61.80889892578125,,,,,,,49.147682189941406,,45.946685791015625,70.37400817871094,81.01260375976562,13.832884788513184,,,,,,,,54.66592025756836,,
2004-02-17,49.11408996582031,39.89582824707031,31.377023696899414,34.90735626220703,58.553009033203125,15.399999618530273,,81.74442291259766,,61.75664520263672,,,,,,,49.114078521728516,,46.75414276123047,70.90821075439453,81.74441528320312,14.110815048217773,,,,,,,,54.50629425048828,,
2004-02-18,49.18125534057617,39.71772003173828,31.246700286865234,34.769805908203125,58.50764465332031,15.59000015258789,,81.38555908203125,,61.76409149169922,,,,,,,49.18126678466797,,46.411468505859375,70.68399047851562,81.38558197021484,13.918649673461914,,,,,,,,54.38047409057617,,
2004-02-19,49.23161697387695,39.50044631958008,31.358400344848633,34.3914909362793,58.57002258300781,15.800000190734863,,81.0829849243164,,61.79398727416992,,,,,,,49.23163986206055,,45.59218215942383,70.63785552978516,81.08300018310547,13.797152519226074,,,,,,,,54.57400894165039,,
2004-02-20,48.890174865722656,39.37933349609375,31.116384506225586,34.494659423828125,58.388511657714844,16.040000915527344,,80.83667755126953,,61.72674560546875,,,,,,,48.89015579223633,,45.51340866088867,70.36546325683594,80.8366928100586,13.642305374145508,,,,,,,,54.30788803100586,,
2004-02-23,49.19246292114258,39.11573028564453,31.0915470123291,34.08885955810547,58.547332763671875,16.290000915527344,,80.63264465332031,,61.78651428222656,,,,,,,49.192481994628906,,44.82805252075195,70.23981475830078,80.63261413574219,13.523192405700684,,,,,,,,54.4578971862793,,
2004-02-24,49.28200912475586,39.13353729248047,30.90536880493164,34.095726013183594,58.49625778198242,15.899999618530273,,80.49189758300781,,61.79398727416992,,,,,,,49.28199768066406,,44.82412338256836,69.97527313232422,80.49189758300781,13.451728820800781,,,,,,,,54.511085510253906,,
